University Name,City,Country,Programs,Fee (USD),Scholarship
Metropolitan India Institute of Technology,Delhi,India,Computer Science;Tourism;Engineering;Education;Business;Medicine,32826,Yes
Global Saudi Arabia Academy,Jeddah,Saudi Arabia,Finance;Business;Engineering,33658,Yes
International South Korea College,Busan,South Korea,Education;Pharmacy;Data Science;Economics;Computer Science;Biotechnology,16959,Yes
Global Saudi Arabia Academy,Riyadh,Saudi Arabia,Agriculture;Finance;AI,12921,No
National South Korea College,Seoul,South Korea,Finance;Business;Economics,32806,Yes
Royal Nepal Institute of Technology,Pokhara,Nepal,Tourism;Law;AI;Agriculture,43938,No
Metropolitan Russia University,Saint Petersburg,Russia,Nursing;Tourism;AI;Biotechnology;Architecture,7563,Yes
Advanced Japan University,Tokyo,Japan,Pharmacy;Economics;Data Science;Nursing,25330,Yes
Global UK College,London,UK,Agriculture;Computer Science;Tourism;Biotechnology;Medicine;IT,43908,Yes
International Malaysia Academy,Kuala Lumpur,Malaysia,AI;Biotechnology;Business;Medicine;Nursing;Law,43056,Yes
Central Bangladesh College,Dhaka,Bangladesh,Economics;Architecture;AI;Psychology;IT,19416,Yes
Royal Sri Lanka University,Colombo,Sri Lanka,Cybersecurity;Computer Science;Biotechnology;Architecture,42125,No
Royal China University,Beijing,China,Architecture;Finance;Economics;Business,40774,Yes
International Saudi Arabia College,Riyadh,Saudi Arabia,Business;Data Science;IT;Pharmacy;AI;Nursing,46256,No
National Indonesia Academy,Bali,Indonesia,Computer Science;Economics;Education;Psychology,47831,Yes
Royal Finland Academy,Helsinki,Finland,Cybersecurity;Data Science;Agriculture;Computer Science;Education;Architecture,42433,Yes
Central UK Academy,Manchester,UK,Biotechnology;Cybersecurity;Engineering,48098,No
International Italy University,Milan,Italy,Medicine;Economics;Law;Business;Biotechnology;Education,20101,No
Global Brazil University,São Paulo,Brazil,Psychology;IT;Nursing;Law,21314,No
Metropolitan Japan University,Kyoto,Japan,AI;Data Science;Education,17854,No
Advanced UAE University,Dubai,UAE,Cybersecurity;Nursing;Computer Science;Business;Law;Tourism,39894,No
Advanced Australia Institute of Technology,Melbourne,Australia,Architecture;Business;Computer Science;Cybersecurity,675,No
Metropolitan Malaysia University,Kuala Lumpur,Malaysia,Education;Psychology;Cybersecurity;Economics;Nursing,6424,Yes
Royal Saudi Arabia Academy,Riyadh,Saudi Arabia,Business;AI;Biotechnology;Agriculture;Pharmacy,38250,No
Advanced UK College,London,UK,Business;Nursing;Medicine,3345,Yes
Advanced Japan College,Kyoto,Japan,Agriculture;Finance;Nursing;Tourism;Economics;Psychology,30339,Yes
Global Qatar University,Doha,Qatar,Agriculture;Medicine;Psychology,30021,No
Global Australia University,Brisbane,Australia,Data Science;Law;Pharmacy;Agriculture;Psychology,17299,Yes
Global Denmark College,Copenhagen,Denmark,Engineering;Computer Science;Psychology;Nursing;Agriculture;Tourism,15685,Yes
Central Norway Institute of Technology,Bergen,Norway,AI;Architecture;Nursing,23280,No
National France University,Paris,France,Nursing;IT;Medicine;AI;Computer Science,35095,Yes
Central Spain University,Barcelona,Spain,Computer Science;Law;Tourism;Psychology;Architecture,25438,No
Central Saudi Arabia Academy,Riyadh,Saudi Arabia,Economics;Medicine;AI;Nursing;Law;Finance,4269,No
Royal Norway University,Bergen,Norway,Data Science;Pharmacy;Business;Nursing;Education;Law,42150,Yes
Royal Canada College,Montreal,Canada,Engineering;Economics;Tourism;Agriculture,26037,No
Advanced Brazil Academy,São Paulo,Brazil,AI;Education;Psychology;Computer Science;Law;Tourism,16500,No
Royal Switzerland University,Zurich,Switzerland,Engineering;Law;Business;Pharmacy;Economics;Agriculture,49905,Yes
Advanced Singapore University,Singapore,Singapore,Education;Business;Architecture;Medicine;Law,20081,No
Metropolitan Finland Institute of Technology,Helsinki,Finland,Nursing;Cybersecurity;Education,10444,Yes
Central Brazil College,Rio de Janeiro,Brazil,Data Science;Nursing;Education;Biotechnology,8148,No
Global Sweden University,Gothenburg,Sweden,Medicine;Biotechnology;Finance;Engineering;IT,12448,No
Metropolitan Thailand University,Bangkok,Thailand,Engineering;Business;Data Science;Nursing;Medicine,29121,No
International Mexico Academy,Mexico City,Mexico,Computer Science;IT;Engineering,1788,No
Global Switzerland Academy,Zurich,Switzerland,Biotechnology;Data Science;IT;Business;Psychology,28436,Yes
Metropolitan USA Academy,Boston,USA,Cybersecurity;Medicine;Tourism;Data Science;Law,38240,Yes
Metropolitan Saudi Arabia College,Riyadh,Saudi Arabia,Education;Tourism;AI;Psychology,28373,No
Advanced Sri Lanka Academy,Colombo,Sri Lanka,Finance;Law;Education;Pharmacy;Tourism;Computer Science,3043,Yes
Metropolitan Malaysia Institute of Technology,Kuala Lumpur,Malaysia,Law;IT;Economics;Data Science;Psychology,38311,Yes
Royal South Africa University,Johannesburg,South Africa,AI;Tourism;Medicine,29883,No
National Sweden University,Stockholm,Sweden,Finance;Economics;Nursing;Engineering,29423,No
Global India Academy,Bangalore,India,IT;Biotechnology;Tourism;Data Science;Engineering;Computer Science,37110,Yes
Central Mexico College,Guadalajara,Mexico,Biotechnology;Economics;Nursing;IT;Finance;Medicine,24138,Yes
Global Indonesia Institute of Technology,Bali,Indonesia,Cybersecurity;Tourism;Finance,7653,Yes
Metropolitan Russia University,Moscow,Russia,Law;Data Science;Medicine;IT;Tourism;Architecture,6499,No
Central Singapore Institute of Technology,Singapore,Singapore,AI;Business;Education;Cybersecurity;Medicine,25249,Yes
Global Australia University,Sydney,Australia,Business;IT;Computer Science,1186,Yes
Royal Nepal College,Pokhara,Nepal,AI;Pharmacy;Finance;Biotechnology;Medicine,23988,Yes
Metropolitan Malaysia Academy,Kuala Lumpur,Malaysia,IT;Economics;Tourism;Agriculture;Engineering,45897,No
Advanced Switzerland University,Geneva,Switzerland,Pharmacy;IT;Economics;Finance;Architecture,32577,Yes
Global Canada Institute of Technology,Vancouver,Canada,Data Science;Engineering;IT;AI;Nursing;Economics,42539,Yes
Advanced Pakistan University,Karachi,Pakistan,IT;Biotechnology;Computer Science,41051,Yes
Metropolitan Bangladesh Institute of Technology,Dhaka,Bangladesh,Nursing;Architecture;AI;Data Science;Cybersecurity;Engineering,47686,No
Advanced USA College,Boston,USA,Engineering;Business;Architecture,4444,No
International Italy Institute of Technology,Milan,Italy,Economics;Tourism;Agriculture;Biotechnology;Computer Science,35613,Yes
National France Institute of Technology,Lyon,France,Nursing;Cybersecurity;Agriculture;AI,46680,Yes
International Mexico University,Mexico City,Mexico,Agriculture;Psychology;Economics,10777,No
Royal South Africa University,Johannesburg,South Africa,Biotechnology;Tourism;Economics,14139,Yes
Royal Nepal Academy,Lalitpur,Nepal,Architecture;Engineering;Psychology;Law;Pharmacy;Nursing,12484,No
Metropolitan Malaysia University,Kuala Lumpur,Malaysia,Finance;Nursing;Agriculture;Law,40548,No
Advanced Malaysia Institute of Technology,Kuala Lumpur,Malaysia,Finance;Computer Science;Tourism,8408,Yes
International New Zealand University,Wellington,New Zealand,Medicine;Data Science;Economics;Computer Science,22408,No
International Indonesia University,Jakarta,Indonesia,Tourism;Finance;Data Science,20499,No
Central Indonesia Institute of Technology,Jakarta,Indonesia,Medicine;Architecture;Cybersecurity;Finance,22318,No
Global Turkey Academy,Ankara,Turkey,Data Science;AI;Computer Science;Nursing;Architecture;Economics,24421,No
International Qatar Institute of Technology,Doha,Qatar,Architecture;Medicine;Pharmacy;IT;Law;Data Science,43807,Yes
International Finland University,Helsinki,Finland,Pharmacy;Agriculture;Medicine,710,No
Central Qatar University,Doha,Qatar,Education;Business;Pharmacy;Law;Cybersecurity;Data Science,9732,Yes
Royal UAE College,Abu Dhabi,UAE,Psychology;Nursing;Cybersecurity;Computer Science,49466,No
Global South Africa College,Cape Town,South Africa,Business;Finance;Nursing,20615,Yes
International Bangladesh University,Dhaka,Bangladesh,Data Science;Computer Science;Pharmacy;AI;Economics,26328,Yes
Royal Mexico College,Guadalajara,Mexico,Engineering;Agriculture;Tourism;Education;Law,6976,No
Metropolitan Indonesia University,Jakarta,Indonesia,Medicine;Education;Business,19316,Yes
Global New Zealand Institute of Technology,Wellington,New Zealand,Computer Science;Business;Law;Pharmacy,36760,Yes
International Denmark Institute of Technology,Copenhagen,Denmark,Agriculture;Finance;Architecture,35268,No
International USA Institute of Technology,Los Angeles,USA,Tourism;AI;Pharmacy;Economics;Cybersecurity,26171,Yes
Metropolitan Canada College,Montreal,Canada,Engineering;Data Science;Architecture;Business,27606,Yes
International Bangladesh Academy,Dhaka,Bangladesh,Nursing;Pharmacy;Law;Medicine;IT,1527,No
Global UAE Institute of Technology,Abu Dhabi,UAE,Medicine;Psychology;Engineering;Biotechnology;Tourism;Law,45772,No
Metropolitan UAE Institute of Technology,Dubai,UAE,IT;Economics;Nursing;Law;Engineering;Cybersecurity,33778,Yes
Central Singapore Academy,Singapore,Singapore,Medicine;Economics;Finance;Nursing;Pharmacy,12081,No
Metropolitan Mexico College,Guadalajara,Mexico,Pharmacy;Engineering;Psychology;Biotechnology,36746,Yes
Metropolitan France Academy,Lyon,France,Economics;Engineering;Architecture,13396,Yes
Advanced New Zealand College,Auckland,New Zealand,AI;Agriculture;Psychology;Nursing;Pharmacy,8846,Yes
Global Brazil College,São Paulo,Brazil,Law;Data Science;Cybersecurity,48447,Yes
Global India University,Mumbai,India,Business;Architecture;IT;Medicine;Psychology,11225,Yes
Central Sri Lanka Institute of Technology,Colombo,Sri Lanka,Engineering;Architecture;Medicine;Biotechnology,15952,No
Global France University,Lyon,France,Agriculture;Education;Nursing;Psychology;Architecture,39106,No
Advanced Indonesia University,Jakarta,Indonesia,Agriculture;Cybersecurity;Biotechnology;Pharmacy;AI,13881,Yes
Advanced Sweden University,Gothenburg,Sweden,Nursing;Business;Tourism;Finance;Economics,17852,No
Central Qatar College,Doha,Qatar,Engineering;Finance;Law;Psychology;Pharmacy;Nursing,8000,Yes
Metropolitan Switzerland University,Zurich,Switzerland,Agriculture;Biotechnology;Engineering,6268,No
Central UAE University,Abu Dhabi,UAE,Law;Pharmacy;Engineering;Biotechnology;Finance;Data Science,5444,No
Royal Germany Institute of Technology,Berlin,Germany,Economics;Education;Tourism,8424,No
Royal Saudi Arabia Institute of Technology,Jeddah,Saudi Arabia,Economics;Agriculture;Data Science;Pharmacy;Finance;Cybersecurity,19680,No
Royal Nepal University,Pokhara,Nepal,Data Science;IT;Computer Science;AI;Education,23244,Yes
National Switzerland College,Zurich,Switzerland,Data Science;Biotechnology;Law;Economics;Tourism,48242,No
Metropolitan Brazil Academy,Rio de Janeiro,Brazil,Biotechnology;Pharmacy;Economics;Finance;Architecture;Cybersecurity,33929,No
Metropolitan Russia College,Moscow,Russia,Cybersecurity;Economics;AI,19165,Yes
Metropolitan Turkey College,Ankara,Turkey,Business;AI;Cybersecurity;Law;Architecture;Medicine,4007,Yes
International UAE Institute of Technology,Dubai,UAE,Education;Nursing;Agriculture;Tourism;Psychology;Cybersecurity,22497,No
Global Sri Lanka College,Colombo,Sri Lanka,Law;AI;Pharmacy;Data Science;Economics;Finance,22666,No
Metropolitan Australia Academy,Sydney,Australia,Biotechnology;Architecture;IT;Cybersecurity;AI,48986,Yes
Central USA Institute of Technology,Los Angeles,USA,IT;Agriculture;Economics;Engineering,2170,Yes
Metropolitan USA College,New York,USA,Biotechnology;Architecture;Computer Science,47382,Yes
Royal Germany University,Munich,Germany,Pharmacy;Education;Finance;Computer Science,29301,Yes
Advanced Germany College,Hamburg,Germany,Architecture;Education;Psychology;Engineering;Nursing,47721,No
National Brazil University,Rio de Janeiro,Brazil,IT;Computer Science;Economics;Psychology;Biotechnology;Law,25391,No
National Nepal College,Lalitpur,Nepal,Psychology;AI;IT,43920,Yes
Metropolitan Saudi Arabia Academy,Riyadh,Saudi Arabia,Data Science;Computer Science;Architecture;Psychology,30500,No
Global Bangladesh University,Dhaka,Bangladesh,IT;Pharmacy;Economics;Data Science;Psychology,45811,Yes
Advanced Sri Lanka Academy,Colombo,Sri Lanka,Pharmacy;Medicine;Tourism,32648,Yes
Global Sweden Academy,Gothenburg,Sweden,Architecture;Economics;Psychology;Agriculture;Education,12618,Yes
Global Mexico University,Guadalajara,Mexico,Medicine;Engineering;Nursing;IT,34920,No
National Nepal College,Pokhara,Nepal,Education;Biotechnology;Economics;Business;Cybersecurity,49457,Yes
Metropolitan UAE University,Abu Dhabi,UAE,Finance;Tourism;Psychology,6541,Yes
Global South Korea Academy,Busan,South Korea,IT;Architecture;Economics;Pharmacy,49500,Yes
National Brazil Institute of Technology,Rio de Janeiro,Brazil,IT;Architecture;Engineering,9117,Yes
Metropolitan Mexico Academy,Guadalajara,Mexico,Data Science;Architecture;Tourism;IT;Business,34365,No
Advanced Nepal College,Kathmandu,Nepal,Nursing;Biotechnology;Data Science;Pharmacy,3283,Yes
Metropolitan Sri Lanka University,Colombo,Sri Lanka,Biotechnology;Pharmacy;Cybersecurity;Nursing;Computer Science;Business,13846,No
Central Norway Institute of Technology,Bergen,Norway,Law;Data Science;Psychology;Cybersecurity;AI;Finance,37322,Yes
Global Mexico Institute of Technology,Guadalajara,Mexico,Engineering;AI;Psychology;Computer Science;Business,30060,Yes
Royal Saudi Arabia University,Jeddah,Saudi Arabia,Agriculture;Law;Economics;Data Science;Tourism,32642,No
Royal Canada University,Montreal,Canada,Business;Law;IT;Agriculture;Engineering;Psychology,26314,Yes
Central Indonesia College,Jakarta,Indonesia,Data Science;Business;Finance;Computer Science;Agriculture;Nursing,9683,No
Metropolitan Turkey Institute of Technology,Istanbul,Turkey,Business;Medicine;Biotechnology;Cybersecurity,47350,No
National South Africa College,Johannesburg,South Africa,Tourism;Medicine;Engineering;Finance;Psychology,4391,Yes
Royal Turkey Institute of Technology,Istanbul,Turkey,Nursing;Economics;Pharmacy;Cybersecurity;Psychology;IT,35921,Yes
Global Saudi Arabia University,Riyadh,Saudi Arabia,Agriculture;Psychology;Engineering,36587,Yes
Advanced Saudi Arabia University,Jeddah,Saudi Arabia,Psychology;Data Science;Economics;Computer Science,16438,No
International Spain College,Barcelona,Spain,Engineering;Pharmacy;Computer Science;Law;Medicine;Biotechnology,33320,Yes
Metropolitan Qatar College,Doha,Qatar,Pharmacy;Cybersecurity;AI;Architecture;Medicine;Agriculture,48343,No
Global Norway Academy,Oslo,Norway,Tourism;Engineering;Computer Science,3237,Yes
Global UK University,London,UK,Computer Science;Economics;Cybersecurity;Architecture,46086,No
Central USA Academy,Los Angeles,USA,Data Science;Education;Tourism;Nursing;Law;Engineering,5004,No
Royal Finland University,Helsinki,Finland,Cybersecurity;Business;Tourism,38926,Yes
Global New Zealand University,Auckland,New Zealand,IT;Business;Architecture;Medicine;Data Science,10129,Yes
Advanced Norway Institute of Technology,Bergen,Norway,Data Science;Agriculture;Nursing;Business;AI;Biotechnology,16025,Yes
International Malaysia College,Kuala Lumpur,Malaysia,IT;Engineering;Nursing,35401,Yes
International USA University,Los Angeles,USA,Education;Architecture;Engineering;Psychology,20777,No
Global South Africa Institute of Technology,Cape Town,South Africa,Tourism;Pharmacy;Computer Science;IT;Economics,41767,No
Metropolitan Japan College,Kyoto,Japan,Finance;Agriculture;Computer Science;Biotechnology;Pharmacy,24166,No
Advanced South Africa University,Johannesburg,South Africa,Agriculture;Biotechnology;Architecture;Pharmacy,46307,No
National South Korea Institute of Technology,Seoul,South Korea,Law;Psychology;Tourism;Education;Engineering,35929,No
Royal New Zealand University,Wellington,New Zealand,Finance;Engineering;IT;Nursing;Cybersecurity;Medicine,26848,No
Metropolitan Singapore University,Singapore,Singapore,Computer Science;IT;Medicine;Pharmacy;Education;Economics,25259,No
Royal Bangladesh College,Dhaka,Bangladesh,Engineering;Agriculture;Medicine,8139,Yes
National France Institute of Technology,Lyon,France,Architecture;Finance;Psychology;Biotechnology;Medicine,10107,No
Advanced UAE Academy,Abu Dhabi,UAE,Agriculture;Nursing;Economics;Biotechnology;Engineering,23959,Yes
Royal Mexico University,Guadalajara,Mexico,Architecture;Computer Science;Business;Data Science,44901,Yes
Global Bangladesh Institute of Technology,Dhaka,Bangladesh,Engineering;Business;Biotechnology;Data Science,32267,Yes
Metropolitan Finland Academy,Helsinki,Finland,Psychology;Data Science;Tourism;Biotechnology,30006,No
Central India Institute of Technology,Mumbai,India,Economics;Agriculture;Tourism;Law;Education,29584,Yes
Global Denmark Academy,Copenhagen,Denmark,AI;Engineering;Education,15857,No
Central Canada College,Montreal,Canada,IT;AI;Finance;Economics,4504,Yes
International UAE University,Dubai,UAE,Pharmacy;Education;Medicine;IT;Finance;Architecture,16020,Yes
International Brazil University,São Paulo,Brazil,Computer Science;Education;Law;Architecture;Tourism;Business,7211,Yes
Global Bangladesh Academy,Dhaka,Bangladesh,Computer Science;Cybersecurity;IT;Agriculture,640,No
National Turkey College,Istanbul,Turkey,Cybersecurity;AI;Architecture;Tourism,33389,Yes
Central Russia Institute of Technology,Moscow,Russia,Architecture;Education;Agriculture;Law,26177,No
Global France Academy,Lyon,France,Nursing;Architecture;Education,24895,Yes
Advanced Spain College,Barcelona,Spain,Nursing;Data Science;IT;Tourism,12858,No
Central Norway College,Oslo,Norway,Biotechnology;Business;Finance,29420,No
Royal Russia Institute of Technology,Saint Petersburg,Russia,Architecture;Computer Science;Economics,46926,Yes
International Pakistan Academy,Lahore,Pakistan,Tourism;Engineering;IT;AI,15571,No
Global Qatar Academy,Doha,Qatar,Finance;Law;Cybersecurity,18351,No
Advanced Qatar Academy,Doha,Qatar,Computer Science;Data Science;Pharmacy;Education,45792,Yes
National Thailand Institute of Technology,Bangkok,Thailand,Psychology;Economics;Agriculture;Education;AI;Engineering,33650,No
Advanced India Institute of Technology,Chennai,India,AI;Pharmacy;Tourism;Data Science,38167,No
Metropolitan India Academy,Delhi,India,Computer Science;Cybersecurity;Agriculture;Nursing,43348,Yes
Global UAE Institute of Technology,Abu Dhabi,UAE,Biotechnology;Medicine;AI;IT;Business,47277,No
International New Zealand Institute of Technology,Auckland,New Zealand,Cybersecurity;Business;Computer Science;Biotechnology;Law,24579,Yes
Central Singapore Institute of Technology,Singapore,Singapore,Engineering;Business;Finance,19134,Yes
Metropolitan South Korea Institute of Technology,Busan,South Korea,IT;Nursing;AI;Psychology;Education;Architecture,44041,No
National Malaysia Academy,Kuala Lumpur,Malaysia,Cybersecurity;Pharmacy;Medicine;Education,45619,No
National South Korea University,Busan,South Korea,Economics;AI;Architecture;Nursing,39414,Yes
Advanced Brazil College,Rio de Janeiro,Brazil,Law;Medicine;IT;Business;AI,39877,No
Central Italy Academy,Milan,Italy,Cybersecurity;AI;Agriculture,16614,Yes
Royal China College,Beijing,China,Tourism;Data Science;Economics;Agriculture,28289,Yes
Global Malaysia College,Kuala Lumpur,Malaysia,Education;AI;Cybersecurity;Business;Economics;IT,7251,No
Advanced Saudi Arabia Academy,Riyadh,Saudi Arabia,Engineering;Data Science;Pharmacy;Tourism,33442,Yes
Global Netherlands Institute of Technology,Amsterdam,Netherlands,Biotechnology;Education;Economics;AI;Pharmacy;Law,19790,Yes
National Sweden Academy,Gothenburg,Sweden,Law;IT;Biotechnology;Computer Science;Finance;Psychology,17682,No
International Canada College,Montreal,Canada,AI;Law;Agriculture;Education;Data Science,4244,Yes
National India Institute of Technology,Delhi,India,Education;Computer Science;Psychology;Medicine;AI,46034,Yes
National Pakistan Academy,Karachi,Pakistan,Education;Nursing;AI,27720,Yes
Central South Africa Academy,Johannesburg,South Africa,Computer Science;Biotechnology;Tourism;Finance;Psychology;Architecture,40954,Yes
Advanced Indonesia Academy,Bali,Indonesia,Education;AI;Pharmacy;Data Science,44429,No
Global Bangladesh University,Dhaka,Bangladesh,Agriculture;Biotechnology;AI;Finance,37071,Yes
International China University,Shanghai,China,Education;Economics;Pharmacy;Computer Science,8579,No
Central Turkey College,Istanbul,Turkey,Education;Law;IT,22990,Yes
Metropolitan Nepal Academy,Kathmandu,Nepal,Biotechnology;AI;Data Science;Tourism;Business;Law,26865,Yes
International Canada College,Vancouver,Canada,Education;Economics;Biotechnology;Data Science,15121,Yes
Global Russia Academy,Moscow,Russia,Pharmacy;Law;Economics;Engineering;Nursing,20540,No
Metropolitan New Zealand Academy,Wellington,New Zealand,Data Science;Psychology;Medicine;Business,9183,No
International Turkey University,Istanbul,Turkey,Computer Science;Architecture;Economics,589,Yes
Central New Zealand Institute of Technology,Auckland,New Zealand,Economics;Tourism;Medicine;Law,34659,Yes
International Indonesia Academy,Jakarta,Indonesia,Architecture;AI;Finance,9719,No
Global Norway University,Oslo,Norway,Law;Nursing;Education;Finance;Computer Science;Economics,31594,Yes
International France College,Lyon,France,Psychology;Finance;Economics;Biotechnology,47035,Yes
National Spain University,Madrid,Spain,Medicine;AI;Law;Tourism,39788,Yes
Global China University,Shanghai,China,Nursing;Education;Engineering;Pharmacy;Data Science,6591,No
Royal Japan Institute of Technology,Kyoto,Japan,Law;Psychology;Biotechnology;Economics;Computer Science;IT,8499,Yes
Central USA Academy,Chicago,USA,Data Science;Law;Tourism;Engineering;Biotechnology;Cybersecurity,45787,No
International UAE College,Abu Dhabi,UAE,Tourism;Medicine;IT;Computer Science;Cybersecurity;Law,14617,No
Global China College,Guangzhou,China,Nursing;Law;Pharmacy,28253,No
Central Sri Lanka Institute of Technology,Colombo,Sri Lanka,Agriculture;AI;Medicine;Finance;Economics,10657,No
Royal Pakistan Institute of Technology,Karachi,Pakistan,Biotechnology;Nursing;Computer Science;Law;AI;Business,39305,Yes
Royal Singapore Institute of Technology,Singapore,Singapore,Computer Science;Business;Agriculture;IT;AI;Medicine,10359,No
Central Turkey College,Istanbul,Turkey,Computer Science;Business;Law,29154,Yes
Royal Finland Institute of Technology,Helsinki,Finland,Education;IT;Psychology;Biotechnology;Nursing;Data Science,48464,Yes
Advanced Bangladesh Institute of Technology,Dhaka,Bangladesh,Economics;Agriculture;Law;Business;IT;Finance,31351,No
Metropolitan Switzerland College,Zurich,Switzerland,Business;IT;Tourism,35044,Yes
International Singapore College,Singapore,Singapore,AI;Business;Education;Biotechnology;Psychology,17719,Yes
Central Brazil Institute of Technology,São Paulo,Brazil,Architecture;AI;Business,38294,No
Metropolitan Spain Academy,Madrid,Spain,Education;Tourism;Economics;Engineering,6697,Yes
Advanced Malaysia Institute of Technology,Kuala Lumpur,Malaysia,Psychology;Tourism;Education;Cybersecurity;Nursing;Computer Science,32682,No
Global Pakistan Academy,Karachi,Pakistan,Cybersecurity;Nursing;Law,1765,No
National South Korea Academy,Busan,South Korea,AI;Nursing;Finance,26188,Yes
International Germany Institute of Technology,Berlin,Germany,Law;Biotechnology;Tourism,21360,Yes
Royal France Institute of Technology,Lyon,France,Pharmacy;Biotechnology;Data Science;AI;Tourism,41966,Yes
Metropolitan Canada Academy,Montreal,Canada,Engineering;Biotechnology;Data Science;Architecture;Economics;Nursing,2069,Yes
Central Turkey University,Istanbul,Turkey,Psychology;Economics;Engineering,27695,No
Royal Mexico Academy,Guadalajara,Mexico,IT;Pharmacy;AI;Economics,26264,Yes
National Japan Institute of Technology,Osaka,Japan,AI;Psychology;Data Science;Law,812,Yes
Royal Indonesia Academy,Bali,Indonesia,Education;Psychology;Economics,17473,Yes
National South Korea College,Busan,South Korea,Agriculture;Biotechnology;Education;Business;Finance,35882,No
Global Indonesia University,Jakarta,Indonesia,Cybersecurity;Education;Tourism;Computer Science;AI;IT,21134,No
Advanced Turkey College,Istanbul,Turkey,Architecture;AI;Psychology;Education,12223,Yes
Central Italy College,Milan,Italy,Nursing;Economics;Finance;Business;AI,27748,Yes
Advanced Malaysia University,Kuala Lumpur,Malaysia,Business;Law;Data Science;IT;Pharmacy;Medicine,4918,Yes
Advanced Germany University,Hamburg,Germany,Agriculture;IT;Engineering;Education,10294,Yes
International Mexico Academy,Mexico City,Mexico,Business;Education;IT;Finance;AI,44845,No
National New Zealand College,Auckland,New Zealand,Psychology;Agriculture;Computer Science;Architecture;Education,46884,No
Royal New Zealand Institute of Technology,Auckland,New Zealand,Nursing;Education;Business;Medicine,46144,Yes
Royal France Academy,Paris,France,Cybersecurity;Business;Pharmacy;Biotechnology;Architecture,19628,Yes
Advanced France College,Lyon,France,Economics;Law;Education;Finance;Data Science,22667,Yes
Advanced Australia University,Sydney,Australia,AI;Psychology;Data Science,32904,No
Central South Africa Academy,Johannesburg,South Africa,Psychology;Data Science;Biotechnology;Education;Cybersecurity;Finance,13636,Yes
National Qatar Institute of Technology,Doha,Qatar,Data Science;Biotechnology;Economics;Education,6287,Yes
Advanced Japan College,Osaka,Japan,Biotechnology;AI;Pharmacy;Education,37874,No
Central UAE University,Dubai,UAE,Economics;Architecture;Education;IT,38395,No
Metropolitan Finland Institute of Technology,Helsinki,Finland,Engineering;Computer Science;Economics,4390,Yes
Central Canada University,Montreal,Canada,Tourism;Computer Science;Law;Psychology,47347,No
Advanced Japan Institute of Technology,Kyoto,Japan,Economics;Medicine;Architecture;Biotechnology,30550,No
Global Mexico Academy,Guadalajara,Mexico,Agriculture;Pharmacy;Law;Economics;Architecture,4610,Yes
National Canada Academy,Montreal,Canada,IT;Computer Science;Nursing;Biotechnology;Law,7529,Yes
Global Indonesia College,Jakarta,Indonesia,Data Science;Business;Finance,5833,Yes
National Japan Institute of Technology,Tokyo,Japan,Psychology;AI;Data Science;Engineering;Architecture,29751,No
Advanced Russia University,Saint Petersburg,Russia,Law;Economics;Architecture;Business;Finance;Psychology,16229,No
Advanced Italy Academy,Rome,Italy,Education;Nursing;Law;Engineering;AI;Economics,48296,No
National South Korea College,Busan,South Korea,Medicine;Psychology;Finance;Computer Science;Law;Education,23094,No
Advanced USA Academy,Chicago,USA,IT;Medicine;Engineering,40675,Yes
National South Africa Academy,Cape Town,South Africa,Medicine;Engineering;Biotechnology;Psychology;Agriculture;Economics,27327,Yes
National Australia College,Sydney,Australia,Law;Nursing;IT;Business;Medicine,5243,Yes
Global Pakistan University,Karachi,Pakistan,Finance;Data Science;Economics,17650,Yes
Central Norway College,Oslo,Norway,Nursing;Law;Biotechnology;Engineering;Pharmacy;Education,18325,Yes
Metropolitan South Korea College,Busan,South Korea,Agriculture;Architecture;Pharmacy;Finance,38622,No
Global UK Academy,London,UK,Engineering;Medicine;Economics;Finance;IT,40285,No
Royal Thailand College,Bangkok,Thailand,Biotechnology;Law;Data Science;Economics,43704,No
Advanced UK College,Manchester,UK,Engineering;Business;Pharmacy;Law;Psychology;Agriculture,15668,No
National Russia Institute of Technology,Moscow,Russia,Biotechnology;Nursing;Cybersecurity;Business;Economics;Psychology,21503,No
Global Indonesia University,Bali,Indonesia,Education;Medicine;Tourism;Economics;Pharmacy,10445,Yes
National Nepal Institute of Technology,Pokhara,Nepal,Law;Finance;Tourism,1719,Yes
National Japan University,Tokyo,Japan,Computer Science;AI;Cybersecurity,49365,No
Metropolitan Japan College,Tokyo,Japan,Architecture;Agriculture;IT;Biotechnology;Nursing;Education,5964,Yes
International Finland University,Helsinki,Finland,Biotechnology;Cybersecurity;Medicine,23800,No
Metropolitan Saudi Arabia College,Riyadh,Saudi Arabia,Law;Psychology;Biotechnology;Data Science;Medicine,41095,Yes
Metropolitan Spain Institute of Technology,Madrid,Spain,Biotechnology;IT;Education;Economics;Finance,15094,No
International China College,Guangzhou,China,Tourism;Engineering;Medicine;Biotechnology;Cybersecurity;Finance,2900,No
Central Switzerland College,Zurich,Switzerland,Data Science;Pharmacy;Nursing;AI,17291,No
Royal Italy College,Rome,Italy,Finance;Psychology;Economics;Data Science;Tourism;Medicine,38104,Yes
Metropolitan Canada College,Vancouver,Canada,Finance;Economics;Biotechnology;Business;Psychology;Architecture,7240,Yes
Royal Saudi Arabia Academy,Jeddah,Saudi Arabia,IT;Tourism;Business,35313,No
Royal Turkey University,Istanbul,Turkey,IT;Computer Science;Business,32605,No
